Date,VALUE,VOLUME
2018-06-29 16:07:23.949,186.255,115.0
2018-06-29 16:07:23.951,186.253,200.0
2018-06-29 16:07:23.952,186.253,100.0
2018-06-29 16:07:24.446,186.26,100.0
2018-06-29 16:07:24.452,186.27,100.0
2018-06-29 16:07:24.453,186.27,100.0
2018-06-29 16:07:24.453,186.27,10.0
2018-06-29 16:07:24.453,186.27,360.0
2018-06-29 16:07:24.453,186.27,200.0
2018-06-29 16:07:24.453,186.27,130.0
2018-06-29 16:07:24.569,186.2645,60.0
2018-06-29 16:07:24.802,186.27,100.0
2018-06-29 16:07:24.802,186.27,100.0
2018-06-29 16:07:24.802,186.27,100.0
2018-06-29 16:07:24.803,186.27,100.0
2018-06-29 16:07:24.803,186.27,100.0
2018-06-29 16:07:25.244,186.27,66.0
2018-06-29 16:07:25.253,186.28,172.0
2018-06-29 16:07:25.254,186.28,100.0
2018-06-29 16:07:25.254,186.28,28.0
2018-06-29 16:07:25.259,186.28,10.0
2018-06-29 16:07:25.259,186.28,90.0
2018-06-29 16:07:25.260,186.28,28.0
2018-06-29 16:07:25.261,186.28,26.0
2018-06-29 16:07:25.261,186.28,200.0
2018-06-29 16:07:25.261,186.28,100.0
2018-06-29 16:07:25.261,186.28,200.0
2018-06-29 16:07:25.261,186.27,77.0
2018-06-29 16:07:25.261,186.28,74.0
2018-06-29 16:07:25.262,186.28,100.0
2018-06-29 16:07:25.263,186.27,100.0
2018-06-29 16:07:25.803,186.29,100.0
2018-06-29 16:07:25.803,186.29,100.0
2018-06-29 16:07:25.803,186.29,100.0
2018-06-29 16:07:25.803,186.29,100.0
2018-06-29 16:07:25.803,186.29,100.0
2018-06-29 16:07:25.803,186.29,100.0
2018-06-29 16:07:25.803,186.29,100.0
2018-06-29 16:07:25.803,186.28,100.0
2018-06-29 16:07:25.803,186.28,10.0
2018-06-29 16:07:25.803,186.28,100.0
2018-06-29 16:07:25.803,186.28,100.0
2018-06-29 16:07:25.803,186.28,100.0
2018-06-29 16:07:25.803,186.29,17.0
2018-06-29 16:07:25.804,186.28,100.0
2018-06-29 16:07:25.804,186.28,100.0
2018-06-29 16:07:25.805,186.29,100.0
2018-06-29 16:07:25.882,186.28,10.0
2018-06-29 16:07:26.042,186.285,39.0
2018-06-29 16:07:26.247,186.28,100.0
2018-06-29 16:07:26.260,186.28,64.0
2018-06-29 16:07:26.283,186.28,76.0
2018-06-29 16:07:26.803,186.29,10.0
2018-06-29 16:07:26.803,186.29,100.0
2018-06-29 16:07:26.803,186.29,1.0
2018-06-29 16:07:26.851,186.29,12.0
2018-06-29 16:07:26.973,186.2999,201.0
2018-06-29 16:07:27.179,186.295,100.0
2018-06-29 16:07:27.803,186.3,100.0
2018-06-29 16:07:27.803,186.3,10.0
2018-06-29 16:07:28.803,186.31,10.0
2018-06-29 16:07:28.804,186.31,90.0
2018-06-29 16:07:28.804,186.31,100.0
2018-06-29 16:07:28.804,186.31,100.0
2018-06-29 16:07:29.644,186.32,10.0
2018-06-29 16:07:29.803,186.32,100.0
2018-06-29 16:07:29.803,186.32,100.0
2018-06-29 16:07:29.803,186.32,10.0
2018-06-29 16:07:29.803,186.32,90.0
2018-06-29 16:07:29.803,186.32,10.0
2018-06-29 16:07:30.025,186.31,200.0
2018-06-29 16:07:30.028,186.3125,100.0
2018-06-29 16:07:30.032,186.31,100.0
2018-06-29 16:07:30.032,186.31,200.0
2018-06-29 16:07:30.032,186.31,100.0
2018-06-29 16:07:30.032,186.31,100.0
2018-06-29 16:07:30.032,186.31,100.0
2018-06-29 16:07:30.032,186.31,100.0
2018-06-29 16:07:30.033,186.31,100.0
2018-06-29 16:07:30.033,186.31,100.0
2018-06-29 16:07:30.036,186.3125,300.0
2018-06-29 16:07:30.041,186.3,200.0
2018-06-29 16:07:31.539,186.32,10.0
2018-06-29 16:07:31.539,186.33,100.0
2018-06-29 16:07:31.539,186.33,47.0
2018-06-29 16:07:31.539,186.33,100.0
2018-06-29 16:07:31.539,186.33,37.0
2018-06-29 16:07:31.802,186.33,100.0
2018-06-29 16:07:31.882,186.33,24.0
2018-06-29 16:07:32.229,186.33,76.0
2018-06-29 16:07:32.272,186.33,24.0
2018-06-29 16:07:32.542,186.33,1.0
2018-06-29 16:07:32.632,186.33,100.0
2018-06-29 16:07:32.632,186.33,100.0
2018-06-29 16:07:32.704,186.32,200.0
2018-06-29 16:07:32.752,186.32,100.0
2018-06-29 16:07:32.752,186.32,200.0
2018-06-29 16:07:32.752,186.32,100.0
2018-06-29 16:07:33.548,186.31,100.0
2018-06-29 16:07:33.548,186.31,100.0
2018-06-29 16:07:33.548,186.31,1.0
2018-06-29 16:07:33.831,186.303,5.0
2018-06-29 16:07:34.546,186.3045,60.0
2018-06-29 16:07:35.393,186.31,2.0
2018-06-29 16:07:35.896,186.31,100.0
2018-06-29 16:07:35.898,186.31,100.0
2018-06-29 16:07:35.898,186.31,100.0
2018-06-29 16:07:36.803,186.31,10.0
2018-06-29 16:07:36.807,186.32,400.0
2018-06-29 16:07:36.807,186.32,100.0
2018-06-29 16:07:36.807,186.32,100.0
2018-06-29 16:07:36.807,186.32,86.0
2018-06-29 16:07:36.807,186.32,200.0
2018-06-29 16:07:36.808,186.32,100.0
2018-06-29 16:07:36.808,186.32,26.0
2018-06-29 16:07:38.286,186.31,100.0
2018-06-29 16:07:38.286,186.31,1.0
2018-06-29 16:07:38.297,186.3,9.0
2018-06-29 16:07:38.348,186.3,12.0
2018-06-29 16:07:38.399,186.3,9.0
2018-06-29 16:07:39.448,186.3,200.0
2018-06-29 16:07:39.448,186.3,20.0
2018-06-29 16:07:39.448,186.3,9.0
2018-06-29 16:07:39.448,186.3,100.0
2018-06-29 16:07:39.448,186.3,61.0
2018-06-29 16:07:39.531,186.3002,1000.0
2018-06-29 16:07:39.533,186.31,35.0
2018-06-29 16:07:39.534,186.31,65.0
2018-06-29 16:07:39.603,186.3,13.0
2018-06-29 16:07:39.760,186.29,200.0
2018-06-29 16:07:39.760,186.29,67.0
2018-06-29 16:07:39.761,186.31,100.0
2018-06-29 16:07:40.502,186.295,4.0
2018-06-29 16:07:40.804,186.31,100.0
2018-06-29 16:07:40.804,186.31,100.0
2018-06-29 16:07:40.804,186.31,100.0
2018-06-29 16:07:41.111,186.3,26.0
2018-06-29 16:07:41.957,186.3,24.0
2018-06-29 16:07:41.964,186.3099,21.0
2018-06-29 16:07:41.965,186.3061,21.0
2018-06-29 16:07:42.910,186.29,1.0
2018-06-29 16:07:43.236,186.31,10.0
2018-06-29 16:07:43.236,186.31,7.0
2018-06-29 16:07:43.478,186.3,100.0
2018-06-29 16:07:43.478,186.29,200.0
2018-06-29 16:07:43.478,186.29,100.0
2018-06-29 16:07:43.478,186.29,100.0
2018-06-29 16:07:43.480,186.3,100.0
2018-06-29 16:07:43.481,186.3,84.0
2018-06-29 16:07:43.481,186.3,16.0
2018-06-29 16:07:43.762,186.3024,20.0
2018-06-29 16:07:43.803,186.31,93.0
2018-06-29 16:07:43.803,186.31,100.0
2018-06-29 16:07:43.803,186.31,100.0
2018-06-29 16:07:43.803,186.31,100.0
2018-06-29 16:07:43.803,186.31,100.0
2018-06-29 16:07:43.803,186.31,100.0
2018-06-29 16:07:43.803,186.31,7.0
2018-06-29 16:07:43.803,186.31,200.0
2018-06-29 16:07:44.513,186.32,10.0
2018-06-29 16:07:44.515,186.32,10.0
2018-06-29 16:07:44.516,186.33,10.0
2018-06-29 16:07:44.522,186.33,10.0
2018-06-29 16:07:44.523,186.33,10.0
2018-06-29 16:07:44.525,186.33,10.0
